state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
48,15976,62,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,16432,19,All,all,NA,1,2014
48,16432,NA,High Poverty,poverty,NA,NA,2014
48,16432,20,Not High Poverty,poverty,NA,1,2014
48,16432,12,Majority Non-White,race-ethnicity,NA,1,2014
48,16432,23,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,16432,25,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,17000,85,All,all,NA,1,2014
48,17000,81,High Poverty,poverty,NA,1,2014
48,17000,86,Not High Poverty,poverty,NA,1,2014
48,17000,82,Majority Non-White,race-ethnicity,NA,1,2014
48,17000,91,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,17000,89,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,19000,37,All,all,NA,1,2014
48,19000,36,High Poverty,poverty,NA,1,2014
48,19000,37,Not High Poverty,poverty,NA,1,2014
48,19000,39,Majority Non-White,race-ethnicity,NA,1,2014
48,19000,34,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,19000,34,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,19972,46,All,all,NA,1,2014
48,19972,44,High Poverty,poverty,NA,1,2014
48,19972,47,Not High Poverty,poverty,NA,1,2014
48,19972,44,Majority Non-White,race-ethnicity,NA,1,2014
48,19972,47,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,19972,45,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,22660,82,All,all,NA,1,2014
48,22660,82,High Poverty,poverty,NA,1,2014
48,22660,82,Not High Poverty,poverty,NA,1,2014
48,22660,82,Majority Non-White,race-ethnicity,NA,1,2014
48,22660,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,22660,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,24000,44,All,all,NA,1,2014
48,24000,38,High Poverty,poverty,NA,1,2014
48,24000,45,Not High Poverty,poverty,NA,1,2014
48,24000,44,Majority Non-White,race-ethnicity,NA,1,2014
48,24000,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,24000,48,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,26232,41,All,all,NA,1,2014
48,26232,NA,High Poverty,poverty,NA,NA,2014
48,26232,41,Not High Poverty,poverty,NA,1,2014
48,26232,NA,Majority Non-White,race-ethnicity,NA,NA,2014
48,26232,41,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,26232,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,27000,44,All,all,NA,1,2014
48,27000,44,High Poverty,poverty,NA,1,2014
48,27000,44,Not High Poverty,poverty,NA,1,2014
48,27000,43,Majority Non-White,race-ethnicity,NA,1,2014
48,27000,47,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,27000,45,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,27684,49,All,all,NA,1,2014
48,27684,NA,High Poverty,poverty,NA,NA,2014
48,27684,49,Not High Poverty,poverty,NA,1,2014
48,27684,NA,Majority Non-White,race-ethnicity,NA,NA,2014
48,27684,48,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,27684,51,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,29000,44,All,all,NA,1,2014
48,29000,41,High Poverty,poverty,NA,1,2014
48,29000,44,Not High Poverty,poverty,NA,1,2014
48,29000,43,Majority Non-White,race-ethnicity,NA,1,2014
48,29000,50,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,29000,45,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,30464,38,All,all,NA,1,2014
48,30464,33,High Poverty,poverty,NA,1,2014
48,30464,38,Not High Poverty,poverty,NA,1,2014
48,30464,37,Majority Non-White,race-ethnicity,NA,1,2014
48,30464,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,30464,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,35000,14,All,all,NA,1,2014
48,35000,11,High Poverty,poverty,NA,1,2014
48,35000,14,Not High Poverty,poverty,NA,1,2014
48,35000,12,Majority Non-White,race-ethnicity,NA,1,2014
48,35000,16,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,35000,19,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,37000,33,All,all,NA,1,2014
48,37000,NA,High Poverty,poverty,NA,NA,2014
48,37000,34,Not High Poverty,poverty,NA,1,2014
48,37000,33,Majority Non-White,race-ethnicity,NA,1,2014
48,37000,30,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,37000,32,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,39148,61,All,all,NA,1,2014
48,39148,59,High Poverty,poverty,NA,1,2014
48,39148,62,Not High Poverty,poverty,NA,1,2014
48,39148,62,Majority Non-White,race-ethnicity,NA,1,2014
48,39148,77,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,39148,60,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,41464,40,All,all,NA,1,2014
48,41464,46,High Poverty,poverty,NA,1,2014
48,41464,32,Not High Poverty,poverty,NA,1,2014
48,41464,40,Majority Non-White,race-ethnicity,NA,1,2014
48,41464,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,41464,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,41980,29,All,all,NA,1,2014
48,41980,NA,High Poverty,poverty,NA,NA,2014
48,41980,29,Not High Poverty,poverty,NA,1,2014
48,41980,NA,Majority Non-White,race-ethnicity,NA,NA,2014
48,41980,29,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,41980,31,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,42508,38,All,all,NA,1,2014
48,42508,NA,High Poverty,poverty,NA,NA,2014
48,42508,38,Not High Poverty,poverty,NA,1,2014
48,42508,38,Majority Non-White,race-ethnicity,NA,1,2014
48,42508,39,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,42508,37,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,43888,11,All,all,NA,1,2014
48,43888,NA,High Poverty,poverty,NA,NA,2014
48,43888,12,Not High Poverty,poverty,NA,1,2014
48,43888,2,Majority Non-White,race-ethnicity,NA,1,2014
48,43888,15,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,43888,12,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,45000,80,All,all,NA,1,2014
48,45000,78,High Poverty,poverty,NA,1,2014
48,45000,81,Not High Poverty,poverty,NA,1,2014
48,45000,81,Majority Non-White,race-ethnicity,NA,1,2014
48,45000,80,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,45000,80,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,45384,75,All,all,NA,1,2014
48,45384,74,High Poverty,poverty,NA,1,2014
48,45384,75,Not High Poverty,poverty,NA,1,2014
48,45384,75,Majority Non-White,race-ethnicity,NA,1,2014
48,45384,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,45384,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,45744,54,All,all,NA,1,2014
48,45744,NA,High Poverty,poverty,NA,NA,2014
48,45744,54,Not High Poverty,poverty,NA,1,2014
48,45744,52,Majority Non-White,race-ethnicity,NA,1,2014
48,45744,55,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,45744,52,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,47892,45,All,all,NA,1,2014
48,47892,42,High Poverty,poverty,NA,1,2014
48,47892,45,Not High Poverty,poverty,NA,1,2014
48,47892,43,Majority Non-White,race-ethnicity,NA,1,2014
48,47892,52,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,47892,47,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,48072,70,All,all,NA,1,2014
48,48072,NA,High Poverty,poverty,NA,NA,2014
48,48072,70,Not High Poverty,poverty,NA,1,2014
48,48072,73,Majority Non-White,race-ethnicity,NA,1,2014
48,48072,70,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,48072,69,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,48768,79,All,all,NA,1,2014
48,48768,78,High Poverty,poverty,NA,1,2014
48,48768,81,Not High Poverty,poverty,NA,1,2014
48,48768,79,Majority Non-White,race-ethnicity,NA,1,2014
48,48768,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,48768,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,50820,66,All,all,NA,1,2014
48,50820,NA,High Poverty,poverty,NA,NA,2014
48,50820,66,Not High Poverty,poverty,NA,1,2014
48,50820,64,Majority Non-White,race-ethnicity,NA,1,2014
48,50820,66,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,50820,66,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,53388,68,All,all,NA,1,2014
48,53388,NA,High Poverty,poverty,NA,NA,2014
48,53388,68,Not High Poverty,poverty,NA,1,2014
48,53388,70,Majority Non-White,race-ethnicity,NA,1,2014
48,53388,68,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,53388,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,56000,1,All,all,NA,1,2014
48,56000,1,High Poverty,poverty,NA,1,2014
48,56000,1,Not High Poverty,poverty,NA,1,2014
48,56000,1,Majority Non-White,race-ethnicity,NA,1,2014
48,56000,3,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,56000,1,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,56348,19,All,all,NA,1,2014
48,56348,NA,High Poverty,poverty,NA,NA,2014
48,56348,19,Not High Poverty,poverty,NA,1,2014
48,56348,27,Majority Non-White,race-ethnicity,NA,1,2014
48,56348,17,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,56348,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,57200,70,All,all,NA,1,2014
48,57200,68,High Poverty,poverty,NA,1,2014
48,57200,74,Not High Poverty,poverty,NA,1,2014
48,57200,70,Majority Non-White,race-ethnicity,NA,1,2014
48,57200,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,57200,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,58016,43,All,all,NA,1,2014
48,58016,NA,High Poverty,poverty,NA,NA,2014
48,58016,43,Not High Poverty,poverty,NA,1,2014
48,58016,43,Majority Non-White,race-ethnicity,NA,1,2014
48,58016,42,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,58016,44,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,61796,38,All,all,NA,1,2014
48,61796,NA,High Poverty,poverty,NA,NA,2014
48,61796,38,Not High Poverty,poverty,NA,1,2014
48,61796,36,Majority Non-White,race-ethnicity,NA,1,2014
48,61796,38,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,61796,38,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,63500,59,All,all,NA,1,2014
48,63500,NA,High Poverty,poverty,NA,NA,2014
48,63500,60,Not High Poverty,poverty,NA,1,2014
48,63500,58,Majority Non-White,race-ethnicity,NA,1,2014
48,63500,60,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,63500,60,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,64472,68,All,all,NA,1,2014
48,64472,55,High Poverty,poverty,NA,1,2014
48,64472,69,Not High Poverty,poverty,NA,1,2014
48,64472,66,Majority Non-White,race-ethnicity,NA,1,2014
48,64472,75,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,64472,58,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,65000,59,All,all,NA,1,2014
48,65000,59,High Poverty,poverty,NA,1,2014
48,65000,59,Not High Poverty,poverty,NA,1,2014
48,65000,59,Majority Non-White,race-ethnicity,NA,1,2014
48,65000,61,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,65000,60,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,70808,42,All,all,NA,1,2014
48,70808,NA,High Poverty,poverty,NA,NA,2014
48,70808,42,Not High Poverty,poverty,NA,1,2014
48,70808,35,Majority Non-White,race-ethnicity,NA,1,2014
48,70808,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,70808,44,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,72176,61,All,all,NA,1,2014
48,72176,54,High Poverty,poverty,NA,1,2014
48,72176,62,Not High Poverty,poverty,NA,1,2014
48,72176,60,Majority Non-White,race-ethnicity,NA,1,2014
48,72176,63,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,72176,60,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,74144,37,All,all,NA,1,2014
48,74144,36,High Poverty,poverty,NA,1,2014
48,74144,37,Not High Poverty,poverty,NA,1,2014
48,74144,36,Majority Non-White,race-ethnicity,NA,1,2014
48,74144,38,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,74144,37,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,76000,49,All,all,NA,1,2014
48,76000,53,High Poverty,poverty,NA,1,2014
48,76000,49,Not High Poverty,poverty,NA,1,2014
48,76000,47,Majority Non-White,race-ethnicity,NA,1,2014
48,76000,53,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,76000,49,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,79000,67,All,all,NA,1,2014
48,79000,65,High Poverty,poverty,NA,1,2014
48,79000,68,Not High Poverty,poverty,NA,1,2014
48,79000,66,Majority Non-White,race-ethnicity,NA,1,2014
48,79000,68,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,79000,68,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
49,43660,67,All,all,NA,1,2014
49,43660,NA,High Poverty,poverty,NA,NA,2014
49,43660,68,Not High Poverty,poverty,NA,1,2014
49,43660,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,43660,68,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,43660,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,44320,72,All,all,NA,1,2014
49,44320,NA,High Poverty,poverty,NA,NA,2014
49,44320,72,Not High Poverty,poverty,NA,1,2014
49,44320,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,44320,73,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,44320,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,55980,72,All,all,NA,1,2014
49,55980,53,High Poverty,poverty,NA,1,2014
49,55980,75,Not High Poverty,poverty,NA,1,2014
49,55980,54,Majority Non-White,race-ethnicity,NA,1,2014
49,55980,76,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,55980,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
49,57300,80,All,all,NA,1,2014
49,57300,NA,High Poverty,poverty,NA,NA,2014
49,57300,81,Not High Poverty,poverty,NA,1,2014
49,57300,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,57300,81,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,57300,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,62470,76,All,all,NA,1,2014
49,62470,78,High Poverty,poverty,NA,1,2014
49,62470,75,Not High Poverty,poverty,NA,1,2014
49,62470,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,62470,77,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,62470,68,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
49,65330,50,All,all,NA,1,2014
49,65330,NA,High Poverty,poverty,NA,NA,2014
49,65330,51,Not High Poverty,poverty,NA,1,2014
49,65330,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,65330,50,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,65330,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,67000,28,All,all,NA,1,2014
49,67000,17,High Poverty,poverty,NA,1,2014
49,67000,29,Not High Poverty,poverty,NA,1,2014
49,67000,15,Majority Non-White,race-ethnicity,NA,1,2014
49,67000,35,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,67000,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
49,67440,64,All,all,NA,1,2014
49,67440,NA,High Poverty,poverty,NA,NA,2014
49,67440,65,Not High Poverty,poverty,NA,1,2014
49,67440,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,67440,65,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,67440,40,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
49,70850,36,All,all,NA,1,2014
49,70850,NA,High Poverty,poverty,NA,NA,2014
49,70850,36,Not High Poverty,poverty,NA,1,2014
49,70850,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,70850,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,70850,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,82950,22,All,all,NA,1,2014
49,82950,NA,High Poverty,poverty,NA,NA,2014
49,82950,22,Not High Poverty,poverty,NA,1,2014
49,82950,NA,Majority Non-White,race-ethnicity,NA,NA,2014
49,82950,22,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,82950,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
49,83470,12,All,all,NA,1,2014
49,83470,NA,High Poverty,poverty,NA,NA,2014
49,83470,12,Not High Poverty,poverty,NA,1,2014
49,83470,16,Majority Non-White,race-ethnicity,NA,1,2014
49,83470,6,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
49,83470,14,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,01000,27,All,all,NA,1,2014
51,01000,NA,High Poverty,poverty,NA,NA,2014
51,01000,27,Not High Poverty,poverty,NA,1,2014
51,01000,27,Majority Non-White,race-ethnicity,NA,1,2014
51,01000,26,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,01000,27,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,16000,65,All,all,NA,1,2014
51,16000,NA,High Poverty,poverty,NA,NA,2014
51,16000,66,Not High Poverty,poverty,NA,1,2014
51,16000,58,Majority Non-White,race-ethnicity,NA,1,2014
51,16000,70,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,16000,59,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,35000,72,All,all,NA,1,2014
51,35000,68,High Poverty,poverty,NA,1,2014
51,35000,72,Not High Poverty,poverty,NA,1,2014
51,35000,70,Majority Non-White,race-ethnicity,NA,1,2014
51,35000,74,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,35000,71,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,47672,42,All,all,NA,1,2014
51,47672,34,High Poverty,poverty,NA,1,2014
51,47672,45,Not High Poverty,poverty,NA,1,2014
51,47672,32,Majority Non-White,race-ethnicity,NA,1,2014
51,47672,46,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,47672,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
51,56000,60,All,all,NA,1,2014
51,56000,67,High Poverty,poverty,NA,1,2014
51,56000,60,Not High Poverty,poverty,NA,1,2014
51,56000,63,Majority Non-White,race-ethnicity,NA,1,2014
51,56000,62,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,56000,56,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,57000,53,All,all,NA,1,2014
51,57000,50,High Poverty,poverty,NA,1,2014
51,57000,53,Not High Poverty,poverty,NA,1,2014
51,57000,50,Majority Non-White,race-ethnicity,NA,1,2014
51,57000,55,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,57000,53,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,64000,63,All,all,NA,1,2014
51,64000,52,High Poverty,poverty,NA,1,2014
51,64000,64,Not High Poverty,poverty,NA,1,2014
51,64000,61,Majority Non-White,race-ethnicity,NA,1,2014
51,64000,65,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,64000,64,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,67000,34,All,all,NA,1,2014
51,67000,35,High Poverty,poverty,NA,1,2014
51,67000,34,Not High Poverty,poverty,NA,1,2014
51,67000,36,Majority Non-White,race-ethnicity,NA,1,2014
51,67000,31,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,67000,33,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,68000,60,All,all,NA,1,2014
51,68000,56,High Poverty,poverty,NA,1,2014
51,68000,61,Not High Poverty,poverty,NA,1,2014
51,68000,60,Majority Non-White,race-ethnicity,NA,1,2014
51,68000,61,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,68000,57,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,76432,71,All,all,NA,1,2014
51,76432,NA,High Poverty,poverty,NA,NA,2014
51,76432,71,Not High Poverty,poverty,NA,1,2014
51,76432,69,Majority Non-White,race-ethnicity,NA,1,2014
51,76432,73,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,76432,70,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
51,82000,66,All,all,NA,1,2014
51,82000,NA,High Poverty,poverty,NA,NA,2014
51,82000,66,Not High Poverty,poverty,NA,1,2014
51,82000,61,Majority Non-White,race-ethnicity,NA,1,2014
51,82000,68,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
51,82000,63,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,03180,3,All,all,NA,1,2014
53,03180,NA,High Poverty,poverty,NA,NA,2014
53,03180,3,Not High Poverty,poverty,NA,1,2014
53,03180,2,Majority Non-White,race-ethnicity,NA,1,2014
53,03180,4,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,03180,3,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,05210,9,All,all,NA,1,2014
53,05210,NA,High Poverty,poverty,NA,NA,2014
53,05210,9,Not High Poverty,poverty,NA,1,2014
53,05210,8,Majority Non-White,race-ethnicity,NA,1,2014
53,05210,10,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,05210,8,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,05280,36,All,all,NA,1,2014
53,05280,14,High Poverty,poverty,NA,1,2014
53,05280,42,Not High Poverty,poverty,NA,1,2014
53,05280,NA,Majority Non-White,race-ethnicity,NA,NA,2014
53,05280,35,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,05280,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
53,22640,9,All,all,NA,1,2014
53,22640,NA,High Poverty,poverty,NA,NA,2014
53,22640,9,Not High Poverty,poverty,NA,1,2014
53,22640,NA,Majority Non-White,race-ethnicity,NA,NA,2014
53,22640,9,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,22640,9,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,23515,3,All,all,NA,1,2014
53,23515,NA,High Poverty,poverty,NA,NA,2014
53,23515,4,Not High Poverty,poverty,NA,1,2014
53,23515,1,Majority Non-White,race-ethnicity,NA,1,2014
53,23515,6,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,23515,3,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,35275,48,All,all,NA,1,2014
53,35275,NA,High Poverty,poverty,NA,NA,2014
53,35275,48,Not High Poverty,poverty,NA,1,2014
53,35275,NA,Majority Non-White,race-ethnicity,NA,NA,2014
53,35275,48,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,35275,46,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,35415,6,All,all,NA,1,2014
53,35415,NA,High Poverty,poverty,NA,NA,2014
53,35415,7,Not High Poverty,poverty,NA,1,2014
53,35415,4,Majority Non-White,race-ethnicity,NA,1,2014
53,35415,11,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
53,35415,6,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
53,35940,8,All,all,NA,1,2014
53,35940,NA,High Poverty,poverty,NA,NA,2014
53,35940,8,Not High Poverty,poverty,NA,1,2014
53,35940,NA,Majority Non-White,race-ethnicity,NA,NA,2014
