state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
49,009,Utah,Daggett County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,011,Utah,Davis County,0.4:1.4,1,5.8:9.2,1,3.7:4.7,1,90.1:84.7,1
49,013,Utah,Duchesne County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,015,Utah,Emery County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,017,Utah,Garfield County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,019,Utah,Grand County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,021,Utah,Iron County,NA:0.3,NA,8.9:7.0,2,1.7:3.5,2,89.3:89.3,2
49,023,Utah,Juab County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,025,Utah,Kane County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,027,Utah,Millard County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,029,Utah,Morgan County,NA:0.9,NA,2.7:6.9,3,3.4:5.7,3,93.9:86.5,3
49,031,Utah,Piute County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,033,Utah,Rich County,NA:0.9,NA,2.7:6.9,3,3.4:5.7,3,93.9:86.5,3
49,035,Utah,Salt Lake County,0.6:1.7,1,8.4:15.2,1,6.8:8.7,1,84.3:74.4,1
49,037,Utah,San Juan County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,039,Utah,Sanpete County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,041,Utah,Sevier County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,043,Utah,Summit County,NA:0.9,NA,2.7:6.9,3,3.4:5.7,3,93.9:86.5,3
49,045,Utah,Tooele County,NA,NA,6.2:9.5,2,6.5:4.0,2,87.2:86.5,2
49,047,Utah,Uintah County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,049,Utah,Utah County,0.4:0.2,1,6.5:10.4,1,5.4:6.0,1,87.7:83.3,1
49,051,Utah,Wasatch County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
49,053,Utah,Washington County,NA:0.4,NA,4.7:8.1,1,3.6:4.7,1,91.8:86.8,1
49,055,Utah,Wayne County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,057,Utah,Weber County,0.4:0.8,1,9.7:16.1,1,3.3:4.3,1,86.5:78.8,1
50,001,Vermont,Addison County,0.1:0.2,3,1.8:1.7,3,3.0:3.7,3,95.1:94.5,3
50,003,Vermont,Bennington County,0.2:0.2,3,1.0:2.8,3,4.2:6.0,3,94.5:91.0,3
50,005,Vermont,Caledonia County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,007,Vermont,Chittenden County,0.1:1.4,1,2.3:1.9,1,10.4:9.2,1,87.2:87.6,1
50,009,Vermont,Essex County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,011,Vermont,Franklin County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,013,Vermont,Grand Isle County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,015,Vermont,Lamoille County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,017,Vermont,Orange County,0.1:0.2,3,1.8:1.7,3,3.0:3.7,3,95.1:94.5,3
50,019,Vermont,Orleans County,0.1:1.0,3,2.3:1.5,3,4.0:4.2,3,93.6:93.3,3
50,021,Vermont,Rutland County,0.2:0.2,3,1.0:2.8,3,4.2:6.0,3,94.5:91.0,3
50,023,Vermont,Washington County,0.1:0.2,2,1.8:1.7,2,3.0:3.7,2,95.1:94.5,2
50,025,Vermont,Windham County,0.2:0.2,3,1.0:2.8,3,4.2:6.0,3,94.5:91.0,3
50,027,Vermont,Windsor County,0.2:0.2,3,1.0:2.8,3,4.2:6.0,3,94.5:91.0,3
51,001,Virginia,Accomack County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,003,Virginia,Albemarle County,3.6:10.9,2,2.3:4.2,2,5.5:6.9,2,88.6:78.1,2
51,005,Virginia,Alleghany County,3.6:5.3,3,1.7:2.5,3,3.4:3.6,3,91.3:88.5,3
51,007,Virginia,Amelia County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,009,Virginia,Amherst County,12.6:10.4,3,1.6:1.9,3,5.9:4.2,3,79.8:83.6,3
51,011,Virginia,Appomattox County,12.6:10.4,3,1.6:1.9,3,5.9:4.2,3,79.8:83.6,3
51,013,Virginia,Arlington County,3.9:8.8,1,6.6:11.4,1,11.5:16.5,1,78.1:63.2,1
51,015,Virginia,Augusta County,3.4:4.9,2,0.9:3.0,2,3.8:4.9,2,92.0:87.1,2
51,017,Virginia,Bath County,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,019,Virginia,Bedford County,12.6:10.4,2,1.6:1.9,2,5.9:4.2,2,79.8:83.6,2
51,021,Virginia,Bland County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,023,Virginia,Botetourt County,3.6:5.3,3,1.7:2.5,3,3.4:3.6,3,91.3:88.5,3
51,025,Virginia,Brunswick County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,027,Virginia,Buchanan County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,029,Virginia,Buckingham County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,031,Virginia,Campbell County,8.2:22.2,2,2.4:2.1,2,6.3:5.2,2,83.2:70.5,2
51,033,Virginia,Caroline County,15.9:18.2,3,5.9:7.6,3,7.2:6.7,3,71.0:67.4,3
51,035,Virginia,Carroll County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,036,Virginia,Charles City County,10.4:12.6,3,2.3:2.0,3,5.2:5.2,3,82.0:80.2,3
51,037,Virginia,Charlotte County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,041,Virginia,Chesterfield County,16.3:22.9,1,6.3:7.5,1,8.3:6.5,1,69.2:63.1,1
51,043,Virginia,Clarke County,2.2:3.5,3,5.8:9.2,3,5.9:5.9,3,86.2:81.4,3
51,045,Virginia,Craig County,3.6:5.3,3,1.7:2.5,3,3.4:3.6,3,91.3:88.5,3
51,047,Virginia,Culpeper County,6.7:8.3,3,4.7:7.3,3,6.2:6.5,3,82.4:78.0,3
51,049,Virginia,Cumberland County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,051,Virginia,Dickenson County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,053,Virginia,Dinwiddie County,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,057,Virginia,Essex County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,059,Virginia,Fairfax County,4.9:9.2,1,7.9:12.6,1,23.8:23.0,1,63.4:55.3,1
51,061,Virginia,Fauquier County,6.7:8.3,2,4.7:7.3,2,6.2:6.5,2,82.4:78.0,2
51,063,Virginia,Floyd County,1.0:3.0,3,0.8:1.9,3,2.6:6.2,3,95.7:88.8,3
51,065,Virginia,Fluvanna County,4.7:10.9,3,2.8:3.5,3,7.3:5.7,3,85.2:79.9,3
51,067,Virginia,Franklin County,3.6:5.3,3,1.7:2.5,3,3.4:3.6,3,91.3:88.5,3
51,069,Virginia,Frederick County,2.2:3.5,2,5.8:9.2,2,5.9:5.9,2,86.2:81.4,2
51,071,Virginia,Giles County,1.0:3.0,3,0.8:1.9,3,2.6:6.2,3,95.7:88.8,3
51,073,Virginia,Gloucester County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,075,Virginia,Goochland County,5.4:9.6,3,3.5:2.8,3,7.4:4.3,3,83.7:83.3,3
51,077,Virginia,Grayson County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,079,Virginia,Greene County,3.0:10.9,3,2.0:4.5,3,4.4:7.6,3,90.6:77.0,3
51,081,Virginia,Greensville County,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,083,Virginia,Halifax County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,085,Virginia,Hanover County,7.6:11.1,2,3.0:2.4,2,6.4:4.7,2,83.0:81.8,2
51,087,Virginia,Henrico County,16.7:29.8,1,3.4:5.3,1,15.9:11.6,1,64.1:53.3,1
51,089,Virginia,Henry County,14.6:28.9,3,1.7:2.2,3,1.7:1.9,3,82.0:67.0,3
51,091,Virginia,Highland County,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,093,Virginia,Isle of Wight County,24.9:35.0,3,3.4:3.4,3,7.0:5.8,3,64.8:55.7,3
51,095,Virginia,James City County,13.7:12.3,2,4.0:6.9,2,8.1:8.7,2,74.1:72.0,2
51,097,Virginia,King and Queen County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,099,Virginia,King George County,15.9:18.2,3,5.9:7.6,3,7.2:6.7,3,71.0:67.4,3
51,101,Virginia,King William County,10.4:12.6,3,2.3:2.0,3,5.2:5.2,3,82.0:80.2,3
51,103,Virginia,Lancaster County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,105,Virginia,Lee County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,107,Virginia,Loudoun County,5.3:7.3,1,8.0:11.0,1,28.3:24.2,1,58.4:57.5,1
51,109,Virginia,Louisa County,4.7:10.9,3,2.8:3.5,3,7.3:5.7,3,85.2:79.9,3
51,111,Virginia,Lunenburg County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,113,Virginia,Madison County,6.7:8.3,3,4.7:7.3,3,6.2:6.5,3,82.4:78.0,3
51,115,Virginia,Mathews County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,117,Virginia,Mecklenburg County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,119,Virginia,Middlesex County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,121,Virginia,Montgomery County,1.0:3.0,2,0.8:1.9,2,2.6:6.2,2,95.7:88.8,2
51,125,Virginia,Nelson County,4.7:10.9,3,2.8:3.5,3,7.3:5.7,3,85.2:79.9,3
51,127,Virginia,New Kent County,10.4:12.6,3,2.3:2.0,3,5.2:5.2,3,82.0:80.2,3
51,131,Virginia,Northampton County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,133,Virginia,Northumberland County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,135,Virginia,Nottoway County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,137,Virginia,Orange County,6.7:8.3,3,4.7:7.3,3,6.2:6.5,3,82.4:78.0,3
51,139,Virginia,Page County,1.9:2.8,3,2.4:3.9,3,6.3:4.9,3,89.5:88.4,3
51,141,Virginia,Patrick County,14.6:28.9,3,1.7:2.2,3,1.7:1.9,3,82.0:67.0,3
51,143,Virginia,Pittsylvania County,14.6:28.9,3,1.7:2.2,3,1.7:1.9,3,82.0:67.0,3
51,145,Virginia,Powhatan County,5.4:9.6,3,3.5:2.8,3,7.4:4.3,3,83.7:83.3,3
51,147,Virginia,Prince Edward County,29.5:33.6,3,1.8:3.0,3,2.9:2.6,3,65.8:60.8,3
51,149,Virginia,Prince George County,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,153,Virginia,Prince William County,20.0:23.1,1,15.6:19.6,1,13.5:12.9,1,50.8:44.4,1
51,155,Virginia,Pulaski County,1.0:3.0,3,0.8:1.9,3,2.6:6.2,3,95.7:88.8,3
51,157,Virginia,Rappahannock County,6.7:8.3,3,4.7:7.3,3,6.2:6.5,3,82.4:78.0,3
51,159,Virginia,Richmond County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,161,Virginia,Roanoke County,3.8:6.6,2,1.8:2.7,2,3.4:3.7,2,90.9:87.0,2
51,163,Virginia,Rockbridge County,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,165,Virginia,Rockingham County,0.2:2.3,2,5.5:10.2,2,2.8:5.9,2,91.5:81.6,2
51,167,Virginia,Russell County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,169,Virginia,Scott County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,171,Virginia,Shenandoah County,1.9:2.8,2,2.4:3.9,2,6.3:4.9,2,89.5:88.4,2
51,173,Virginia,Smyth County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,175,Virginia,Southampton County,24.9:35.0,3,3.4:3.4,3,7.0:5.8,3,64.8:55.7,3
51,177,Virginia,Spotsylvania County,15.9:18.2,2,5.9:7.6,2,7.2:6.7,2,71.0:67.4,2
51,179,Virginia,Stafford County,14.8:19.1,1,8.8:10.2,1,8.3:9.5,1,68.1:61.2,1
51,181,Virginia,Surry County,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,183,Virginia,Sussex County,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,185,Virginia,Tazewell County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,187,Virginia,Warren County,1.9:2.8,2,2.4:3.9,2,6.3:4.9,2,89.5:88.4,2
51,191,Virginia,Washington County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,193,Virginia,Westmoreland County,13.6:22.4,3,2.5:3.4,3,3.1:2.8,3,80.8:71.3,3
51,195,Virginia,Wise County,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,197,Virginia,Wythe County,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,199,Virginia,York County,13.7:12.3,2,4.0:6.9,2,8.1:8.7,2,74.1:72.0,2
51,510,Virginia,Alexandria city,5.8:22.2,1,3.0:12.0,1,11.1:12.0,1,80.2:53.9,1
51,520,Virginia,Bristol city,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,530,Virginia,Buena Vista city,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,540,Virginia,Charlottesville city,3.0:10.9,3,2.0:4.5,3,4.4:7.6,3,90.6:77.0,3
51,550,Virginia,Chesapeake city,20.8:28.5,1,4.1:6.3,1,8.6:7.9,1,66.5:57.3,1
51,570,Virginia,Colonial Heights city,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,580,Virginia,Covington city,3.6:5.3,3,1.7:2.5,3,3.4:3.6,3,91.3:88.5,3
51,590,Virginia,Danville city,14.6:28.9,3,1.7:2.2,3,1.7:1.9,3,82.0:67.0,3
51,595,Virginia,Emporia city,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,600,Virginia,Fairfax city,4.1:5.3,3,12.8:12.6,3,21.8:22.9,3,61.2:59.2,3
51,610,Virginia,Falls Church city,0.3:5.2,3,3.5:5.3,3,27.8:23.9,3,68.4:65.6,3
51,620,Virginia,Franklin city,24.9:35.0,3,3.4:3.4,3,7.0:5.8,3,64.8:55.7,3
51,630,Virginia,Fredericksburg city,14.8:19.1,3,8.8:10.2,3,8.3:9.5,3,68.1:61.2,3
51,640,Virginia,Galax city,0.1:1.7,3,0.2:2.0,3,2.8:3.1,3,96.9:93.2,3
51,650,Virginia,Hampton city,41.4:49.2,1,3.1:6.7,1,5.4:6.6,1,50.1:37.6,1
51,660,Virginia,Harrisonburg city,0.2:2.3,2,5.5:10.2,2,2.8:5.9,2,91.5:81.6,2
51,670,Virginia,Hopewell city,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,678,Virginia,Lexington city,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,680,Virginia,Lynchburg city,8.2:22.2,2,2.4:2.1,2,6.3:5.2,2,83.2:70.5,2
51,683,Virginia,Manassas city,11.3:14.8,3,21.7:31.0,3,17.0:11.2,3,50.1:43.0,3
51,685,Virginia,Manassas Park city,11.3:14.8,3,21.7:31.0,3,17.0:11.2,3,50.1:43.0,3
51,690,Virginia,Martinsville city,14.6:28.9,3,1.7:2.2,3,1.7:1.9,3,82.0:67.0,3
51,700,Virginia,Newport News city,24.5:41.5,1,4.7:8.5,1,5.5:7.7,1,65.3:42.3,1
51,710,Virginia,Norfolk city,17.7:35.7,1,4.2:6.8,1,9.0:9.0,1,69.0:48.5,1
51,720,Virginia,Norton city,0.7:1.6,3,NA:0.2,NA,2.3:1.9,3,97.0:96.3,3
51,730,Virginia,Petersburg city,32.8:43.1,3,1.6:2.1,3,2.7:3.8,3,62.9:51.0,3
51,735,Virginia,Poquoson city,13.7:12.3,3,4.0:6.9,3,8.1:8.7,3,74.1:72.0,3
51,740,Virginia,Portsmouth city,44.2:49.6,1,4.8:4.5,1,5.7:5.8,1,45.3:40.1,1
51,750,Virginia,Radford city,1.0:3.0,3,0.8:1.9,3,2.6:6.2,3,95.7:88.8,3
51,760,Virginia,Richmond city,22.6:37.7,1,3.5:5.8,1,3.9:5.9,1,70.0:50.6,1
51,770,Virginia,Roanoke city,8.4:19.2,2,4.0:4.4,2,3.7:4.6,2,83.9:71.7,2
51,775,Virginia,Salem city,8.4:19.2,3,4.0:4.4,3,3.7:4.6,3,83.9:71.7,3
51,790,Virginia,Staunton city,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,800,Virginia,Suffolk city,24.9:35.0,2,3.4:3.4,2,7.0:5.8,2,64.8:55.7,2
51,810,Virginia,Virginia Beach city,10.4:18.8,1,4.3:6.7,1,11.7:10.5,1,73.6:64.0,1
51,820,Virginia,Waynesboro city,3.4:4.9,3,0.9:3.0,3,3.8:4.9,3,92.0:87.1,3
51,830,Virginia,Williamsburg city,13.7:12.3,3,4.0:6.9,3,8.1:8.7,3,74.1:72.0,3
51,840,Virginia,Winchester city,2.2:3.5,3,5.8:9.2,3,5.9:5.9,3,86.2:81.4,3
53,001,Washington,Adams County,0.4:0.6,3,6.6:11.6,3,11.6:9.4,3,81.4:78.4,3
53,003,Washington,Asotin County,0.4:0.6,3,6.6:11.6,3,11.6:9.4,3,81.4:78.4,3
53,005,Washington,Benton County,0.8:1.2,2,16.1:23.4,2,6.0:7.9,2,77.2:67.5,2
53,007,Washington,Chelan County,NA:1.1,NA,11.4:20.8,2,5.1:5.6,2,83.6:72.5,2
53,009,Washington,Clallam County,0.3:0.4,2,3.8:4.9,2,8.6:9.1,2,87.3:85.6,2
53,011,Washington,Clark County,0.7:1.9,1,3.3:7.1,1,11.3:11.3,1,84.7:79.7,1
53,013,Washington,Columbia County,0.4:0.6,3,6.6:11.6,3,11.6:9.4,3,81.4:78.4,3
53,015,Washington,Cowlitz County,NA:0.7,NA,4.2:6.0,1,5.6:7.5,1,90.2:85.8,1
53,017,Washington,Douglas County,NA:1.1,NA,11.4:20.8,2,5.1:5.6,2,83.6:72.5,2
53,019,Washington,Ferry County,0.1:0.1,3,8.4:6.8,3,6.9:10.9,3,84.7:82.3,3
53,021,Washington,Franklin County,0.1:0.2,2,21.2:29.2,2,4.5:7.5,2,74.1:63.1,2
53,023,Washington,Garfield County,0.4:0.6,3,6.6:11.6,3,11.6:9.4,3,81.4:78.4,3
53,025,Washington,Grant County,0.1:0.4,2,10.7:18.8,2,6.7:8.3,2,82.5:72.5,2
53,027,Washington,Grays Harbor County,0.5:0.7,2,4.3:7.3,2,9.0:9.2,2,86.2:82.8,2
53,029,Washington,Island County,0.5:2.0,1,5.7:5.8,1,5.0:6.4,1,88.8:85.8,1
53,031,Washington,Jefferson County,0.3:0.4,3,3.8:4.9,3,8.6:9.1,3,87.3:85.6,3
53,033,Washington,King County,2.1:5.7,1,4.0:7.6,1,26.3:26.4,1,67.6:60.2,1
53,035,Washington,Kitsap County,1.3:2.1,1,5.4:7.0,1,11.7:11.8,1,81.6:79.1,1
53,037,Washington,Kittitas County,0.1:0.4,3,10.7:18.8,3,6.7:8.3,3,82.5:72.5,3
53,039,Washington,Klickitat County,NA:0.8,NA,5.4:8.8,3,6.2:6.9,3,88.4:83.6,3
53,041,Washington,Lewis County,NA:0.8,NA,5.4:8.8,2,6.2:6.9,2,88.4:83.6,2
53,043,Washington,Lincoln County,0.4:0.6,3,6.6:11.6,3,11.6:9.4,3,81.4:78.4,3
53,045,Washington,Mason County,0.5:0.7,2,4.3:7.3,2,9.0:9.2,2,86.2:82.8,2
53,047,Washington,Okanogan County,0.1:0.1,2,8.4:6.8,2,6.9:10.9,2,84.7:82.3,2
53,049,Washington,Pacific County,NA:0.7,NA,4.2:6.0,3,5.6:7.5,3,90.2:85.8,3
53,051,Washington,Pend Oreille County,0.1:0.1,3,8.4:6.8,3,6.9:10.9,3,84.7:82.3,3
53,053,Washington,Pierce County,3.5:7.1,1,5.9:9.0,1,15.2:15.8,1,75.3:68.2,1
53,055,Washington,San Juan County,0.5:2.0,3,5.7:5.8,3,5.0:6.4,3,88.8:85.8,3
53,057,Washington,Skagit County,0.6:0.9,1,4.9:11.3,1,6.9:6.8,1,87.7:81.0,1
53,059,Washington,Skamania County,NA:0.8,NA,5.4:8.8,3,6.2:6.9,3,88.4:83.6,3
53,061,Washington,Snohomish County,1.9:3.2,1,4.1:7.4,1,22.7:18.3,1,71.3:71.1,1
53,063,Washington,Spokane County,0.7:1.7,1,3.0:4.9,1,5.2:7.2,1,91.1:86.3,1
53,065,Washington,Stevens County,0.1:0.1,2,8.4:6.8,2,6.9:10.9,2,84.7:82.3,2
53,067,Washington,Thurston County,2.8:2.7,1,5.3:7.9,1,13.2:13.1,1,78.6:76.4,1
53,069,Washington,Wahkiakum County,NA:0.7,NA,4.2:6.0,3,5.6:7.5,3,90.2:85.8,3
53,071,Washington,Walla Walla County,0.5:0.9,2,7.8:19.9,2,4.5:7.6,2,87.2:71.5,2
53,073,Washington,Whatcom County,1.3:0.9,1,3.2:7.3,1,10.4:10.3,1,85.1:81.5,1
53,075,Washington,Whitman County,0.4:0.6,2,6.6:11.6,2,11.6:9.4,2,81.4:78.4,2
53,077,Washington,Yakima County,0.2:0.5,1,27.8:40.5,1,5.9:6.5,1,66.2:52.4,1
54,001,West Virginia,Barbour County,0.5:0.8,3,0.6:0.8,3,4.3:4.2,3,94.7:94.1,3
54,003,West Virginia,Berkeley County,4.4:4.9,2,4.9:4.9,2,4.6:4.9,2,86.1:85.3,2
54,005,West Virginia,Boone County,1.1:2.3,3,0.2:0.4,3,2.6:2.7,3,96.0:94.6,3
54,007,West Virginia,Braxton County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,009,West Virginia,Brooke County,0.4:1.4,3,0.9:0.9,3,3.2:4.5,3,95.5:93.2,3
54,011,West Virginia,Cabell County,0.6:1.3,2,0.1:0.9,2,3.0:4.2,2,96.4:93.6,2
54,013,West Virginia,Calhoun County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,015,West Virginia,Clay County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,017,West Virginia,Doddridge County,0.2:0.3,3,0.1:0.6,3,4.4:3.3,3,95.3:95.8,3
54,019,West Virginia,Fayette County,3.9:5.2,2,NA:0.4,NA,1.4:3.1,2,94.7:91.3,2
54,021,West Virginia,Gilmer County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,023,West Virginia,Grant County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,025,West Virginia,Greenbrier County,2.0:6.1,3,0.5:0.5,3,1.0:2.3,3,96.5:91.1,3
54,027,West Virginia,Hampshire County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,029,West Virginia,Hancock County,0.4:1.4,3,0.9:0.9,3,3.2:4.5,3,95.5:93.2,3
54,031,West Virginia,Hardy County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,033,West Virginia,Harrison County,0.5:0.8,2,0.6:0.8,2,4.3:4.2,2,94.7:94.1,2
54,035,West Virginia,Jackson County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,037,West Virginia,Jefferson County,4.4:4.9,3,4.9:4.9,3,4.6:4.9,3,86.1:85.3,3
54,039,West Virginia,Kanawha County,2.9:8.0,1,0.3:0.8,1,4.9:4.2,1,91.9:87.0,1
54,041,West Virginia,Lewis County,0.5:0.8,3,0.6:0.8,3,4.3:4.2,3,94.7:94.1,3
54,043,West Virginia,Lincoln County,1.1:2.3,3,0.2:0.4,3,2.6:2.7,3,96.0:94.6,3
54,045,West Virginia,Logan County,1.1:2.3,3,0.2:0.4,3,2.6:2.7,3,96.0:94.6,3
54,047,West Virginia,McDowell County,1.1:2.3,3,0.2:0.4,3,2.6:2.7,3,96.0:94.6,3
54,049,West Virginia,Marion County,1.1:1.7,3,1.3:1.8,3,5.8:5.7,3,91.7:90.7,3
54,051,West Virginia,Marshall County,0.4:1.4,3,0.9:0.9,3,3.2:4.5,3,95.5:93.2,3
54,053,West Virginia,Mason County,0.6:1.3,3,0.1:0.9,3,3.0:4.2,3,96.4:93.6,3
54,055,West Virginia,Mercer County,2.0:6.1,2,0.5:0.5,2,1.0:2.3,2,96.5:91.1,2
54,057,West Virginia,Mineral County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,059,West Virginia,Mingo County,1.1:2.3,3,0.2:0.4,3,2.6:2.7,3,96.0:94.6,3
54,061,West Virginia,Monongalia County,1.1:1.7,2,1.3:1.8,2,5.8:5.7,2,91.7:90.7,2
54,063,West Virginia,Monroe County,2.0:6.1,3,0.5:0.5,3,1.0:2.3,3,96.5:91.1,3
54,065,West Virginia,Morgan County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,067,West Virginia,Nicholas County,NA,NA,0.7:0.5,3,3.4:4.7,3,95.9:94.8,3
54,069,West Virginia,Ohio County,0.4:1.4,3,0.9:0.9,3,3.2:4.5,3,95.5:93.2,3
54,071,West Virginia,Pendleton County,0.0:0.5,3,1.0:1.0,3,4.4:4.9,3,94.6:93.7,3
54,073,West Virginia,Pleasants County,0.2:0.3,3,0.1:0.6,3,4.4:3.3,3,95.3:95.8,3
54,075,West Virginia,Pocahontas County,2.0:6.1,3,0.5:0.5,3,1.0:2.3,3,96.5:91.1,3
54,077,West Virginia,Preston County,1.1:1.7,3,1.3:1.8,3,5.8:5.7,3,91.7:90.7,3
54,079,West Virginia,Putnam County,0.6:1.3,3,0.1:0.9,3,3.0:4.2,3,96.4:93.6,3
54,081,West Virginia,Raleigh County,3.9:5.2,2,NA:0.4,NA,1.4:3.1,2,94.7:91.3,2
