year,state,place,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2022,13,04000,0.212:0.439,3,0.033:0.049,3,0.098:0.101,3,0.657:0.411,3
2022,13,04204,0.416:0.551,1,0.048:0.046,1,0.042:0.056,1,0.493:0.346,1
2022,13,19000,0.339:0.484,3,0.038:0.048,3,0.065:0.081,3,0.558:0.388,3
2022,13,42425,0.062:0.077,2,0.056:0.068,2,0.260:0.265,2,0.622:0.590,2
2022,13,49008,0.341:0.508,1,0.016:0.031,1,0.099:0.095,1,0.544:0.367,1
2022,13,67284,0.054:0.097,2,0.050:0.077,2,0.115:0.112,2,0.781:0.713,2
2022,13,68516,0.070:0.162,1,0.040:0.092,1,0.104:0.147,1,0.786:0.599,1
2022,13,69000,0.283:0.428,3,0.031:0.046,3,0.074:0.056,3,0.612:0.470,3
2022,13,72122,0.845:0.838,2,0.025:0.041,2,0.044:0.048,2,0.086:0.073,2
2022,13,80508,0.214:0.332,2,0.034:0.048,2,0.061:0.080,2,0.691:0.540,2
2022,15,71550,0.007:0.020,1,0.025:0.066,1,0.805:0.707,1,0.163:0.207,1
2022,16,08830,0.003:0.011,2,0.044:0.070,2,0.062:0.069,2,0.891:0.851,2
2022,16,52120,0.003:0.005,3,0.053:0.086,3,0.053:0.058,3,0.891:0.851,3
2022,16,56260,0.004:0.003,2,0.103:0.153,2,0.039:0.045,2,0.854:0.799,2
2022,17,02154,0.006:0.020,3,0.068:0.140,3,0.112:0.130,3,0.814:0.711,3
2022,17,03012,0.059:0.092,2,0.231:0.303,2,0.149:0.111,2,0.561:0.494,2
2022,17,06613,0.031:0.062,2,0.021:0.037,2,0.074:0.082,2,0.874:0.818,2
2022,17,12385,0.041:0.157,3,0.021:0.052,3,0.088:0.147,3,0.850:0.644,3
2022,17,14000,0.137:0.285,1,0.202:0.225,1,0.115:0.104,1,0.547:0.386,1
2022,17,14351,0.003:0.072,2,0.684:0.685,2,0.057:0.027,2,0.256:0.216,2
2022,17,23074,0.020:0.048,2,0.191:0.284,2,0.120:0.100,2,0.669:0.567,2
2022,17,24582,0.060:0.128,2,0.053:0.075,2,0.127:0.163,2,0.760:0.634,2
2022,17,38570,0.077:0.143,2,0.181:0.230,2,0.043:0.046,2,0.699:0.581,2
2022,17,51622,0.061:0.084,2,0.072:0.104,2,0.209:0.181,2,0.658:0.631,2
2022,17,59000,0.058:0.173,3,0.035:0.035,3,0.091:0.086,3,0.817:0.706,3
2022,17,65000,0.044:0.137,3,0.081:0.115,3,0.069:0.068,3,0.806:0.681,3
2022,17,68003,0.022:0.041,2,0.066:0.134,2,0.284:0.215,2,0.627:0.610,2
2022,17,72000,0.026:0.094,2,0.035:0.029,2,0.052:0.060,2,0.887:0.817,2
2022,17,79293,0.030:0.175,2,0.333:0.392,2,0.073:0.058,2,0.564:0.375,2
2022,18,05860,0.007:0.029,2,0.023:0.028,2,0.059:0.089,2,0.911:0.854,2
2022,18,10342,0.036:0.063,2,0.024:0.044,2,0.144:0.092,2,0.796:0.801,2
2022,18,22000,0.043:0.108,3,0.018:0.024,3,0.037:0.035,3,0.902:0.833,3
2022,18,23278,0.045:0.066,2,0.020:0.032,2,0.124:0.088,2,0.811:0.813,2
2022,18,25000,0.045:0.125,1,0.047:0.068,1,0.058:0.074,1,0.850:0.733,1
2022,18,31000,0.079:0.250,3,0.449:0.403,3,0.059:0.030,3,0.414:0.317,3
2022,18,36003,0.147:0.275,1,0.052:0.079,1,0.075:0.068,1,0.725:0.577,1
2022,18,71000,0.098:0.207,3,0.072:0.096,3,0.051:0.042,3,0.778:0.656,3
2022,19,12000,0.028:0.060,3,0.004:0.023,3,0.045:0.058,3,0.923:0.859,3
2022,19,19000,0.025:0.066,3,0.072:0.068,3,0.053:0.073,3,0.850:0.793,3
2022,19,21000,0.049:0.102,3,0.065:0.081,3,0.082:0.083,3,0.805:0.733,3
2022,19,73335,0.015:0.023,2,0.056:0.127,2,0.026:0.062,2,0.903:0.789,2
2022,20,36000,0.167:0.226,3,0.179:0.237,3,0.132:0.103,3,0.522:0.433,3
2022,20,38900,0.026:0.023,1,0.012:0.041,1,0.051:0.128,1,0.911:0.808,1
2022,20,52575,0.017:0.025,2,0.025:0.068,2,0.059:0.075,2,0.899:0.832,2
2022,20,53775,0.016:0.042,2,0.020:0.050,2,0.091:0.088,2,0.873:0.820,2
2022,20,71000,0.062:0.092,3,0.090:0.115,3,0.048:0.070,3,0.800:0.724,3
2022,20,79000,0.022:0.073,2,0.087:0.110,2,0.082:0.080,2,0.809:0.737,2
2022,21,46027,0.060:0.123,1,0.041:0.052,1,0.065:0.068,1,0.834:0.758,1
2022,21,48006,0.085:0.176,2,0.059:0.071,2,0.053:0.055,2,0.804:0.698,2
2022,22,05000,0.237:0.493,3,0.033:0.040,3,0.052:0.052,3,0.678:0.414,3
2022,22,40735,0.079:0.202,2,0.028:0.034,2,0.055:0.063,2,0.839:0.701,2
2022,22,41155,0.188:0.317,2,0.014:0.016,2,0.069:0.062,2,0.730:0.605,2
2022,22,55000,0.325:0.530,3,0.052:0.052,3,0.068:0.065,3,0.556:0.353,3
2022,22,70000,0.312:0.491,3,0.019:0.029,3,0.054:0.036,3,0.615:0.445,3
2022,24,04000,0.390:0.597,2,0.025:0.040,2,0.063:0.065,2,0.521:0.298,2
2022,24,30325,0.094:0.108,2,0.083:0.098,2,0.123:0.119,2,0.700:0.675,2
2022,25,07000,0.117:0.183,2,0.070:0.169,2,0.140:0.149,2,0.673:0.499,2
2022,25,09000,0.330:0.355,2,0.080:0.110,2,0.190:0.197,2,0.400:0.338,2
2022,25,11000,0.050:0.085,3,0.039:0.077,3,0.160:0.222,3,0.751:0.616,3
2022,25,23000,0.031:0.040,2,0.040:0.072,2,0.051:0.063,2,0.878:0.825,2
2022,25,34550,0.004:0.015,2,0.182:0.567,2,0.133:0.081,2,0.681:0.338,2
2022,25,37000,0.135:0.072,3,0.095:0.142,3,0.240:0.272,3,0.530:0.514,3
2022,25,37490,0.082:0.081,1,0.196:0.352,1,0.091:0.089,1,0.631:0.478,1
2022,25,45000,0.013:0.032,3,0.072:0.128,3,0.127:0.092,3,0.788:0.748,3
2022,25,45560,0.013:0.031,2,0.011:0.073,2,0.211:0.156,2,0.765:0.740,2
2022,25,55745,0.007:0.053,1,0.036:0.056,1,0.312:0.287,1,0.645:0.604,1
2022,25,62535,0.055:0.057,2,0.121:0.121,2,0.186:0.178,2,0.637:0.644,2
2022,25,67000,0.199:0.174,3,0.240:0.425,3,0.104:0.065,3,0.457:0.335,3
2022,25,82000,0.077:0.115,3,0.110:0.198,3,0.098:0.127,3,0.716:0.560,3
2022,26,03000,0.029:0.059,3,0.034:0.037,3,0.141:0.200,3,0.796:0.704,3
2022,26,21000,0.024:0.056,3,0.039:0.028,3,0.068:0.072,3,0.869:0.844,3
2022,26,22000,0.581:0.749,1,0.052:0.054,1,0.067:0.056,1,0.300:0.141,1
2022,26,27440,0.330:0.440,2,0.015:0.022,2,0.100:0.148,2,0.555:0.390,2
2022,26,29000,0.414:0.494,3,0.046:0.050,3,0.018:0.029,3,0.522:0.427,3
2022,26,34000,0.081:0.158,1,0.062:0.087,1,0.057:0.084,1,0.800:0.670,1
2022,26,46000,0.053:0.167,3,0.126:0.100,3,0.103:0.124,3,0.718:0.609,3
2022,26,49000,0.099:0.190,2,0.022:0.023,2,0.070:0.064,2,0.810:0.722,2
2022,26,69035,0.019:0.042,2,0.014:0.022,2,0.214:0.194,2,0.754:0.742,2
2022,26,74900,0.330:0.440,2,0.015:0.022,2,0.100:0.148,2,0.555:0.390,2
2022,26,76460,0.037:0.072,1,0.013:0.032,1,0.085:0.094,1,0.865:0.803,1
2022,26,80700,0.018:0.041,2,0.014:0.022,2,0.214:0.194,2,0.754:0.743,2
2022,26,84000,0.102:0.208,2,0.021:0.018,2,0.161:0.128,2,0.716:0.646,2
2022,26,86000,0.111:0.254,2,0.053:0.034,2,0.069:0.072,2,0.766:0.639,2
2022,26,88940,0.038:0.074,2,0.096:0.140,2,0.065:0.069,2,0.801:0.718,2
2022,27,06616,0.025:0.100,2,0.019:0.044,2,0.074:0.101,2,0.882:0.756,2
2022,27,07966,0.093:0.215,2,0.023:0.040,2,0.219:0.168,2,0.665:0.577,2
2022,27,17000,0.004:0.032,3,0.005:0.032,3,0.109:0.085,3,0.883:0.851,3
2022,27,43000,0.062:0.153,2,0.024:0.061,2,0.071:0.109,2,0.843:0.677,2
2022,27,51730,0.000:0.027,2,0.037:0.035,2,0.117:0.125,2,0.845:0.813,2
2022,27,54880,0.010:0.054,2,0.030:0.048,2,0.085:0.085,2,0.875:0.813,2
2022,27,58000,0.095:0.147,1,0.039:0.081,1,0.149:0.146,1,0.717:0.626,1
2022,27,71428,0.023:0.043,2,0.014:0.023,2,0.118:0.113,2,0.844:0.820,2
2022,28,36000,0.459:0.765,3,0.005:0.011,3,0.055:0.031,3,0.481:0.193,3
2022,29,15670,0.016:0.122,2,0.061:0.037,2,0.077:0.099,2,0.846:0.742,2
2022,29,35000,0.122:0.142,3,0.038:0.063,3,0.041:0.051,3,0.800:0.745,3
2022,29,38000,0.118:0.245,1,0.062:0.077,1,0.067:0.080,1,0.753:0.598,1
2022,29,41348,0.074:0.096,1,0.030:0.043,1,0.076:0.067,1,0.820:0.793,1
2022,29,54074,0.033:0.039,2,0.027:0.026,2,0.055:0.066,2,0.885:0.869,2
2022,29,65000,0.237:0.395,3,0.028:0.031,3,0.047:0.077,3,0.688:0.497,3
2022,29,70000,0.007:0.028,3,0.020:0.047,3,0.108:0.067,3,0.866:0.857,3
2022,30,06550,0.000:0.009,1,0.030:0.033,1,0.086:0.092,1,0.883:0.866,1
2022,31,28000,0.008:0.027,3,0.073:0.068,3,0.055:0.066,3,0.863:0.840,3
2022,31,37000,0.031:0.106,3,0.062:0.113,3,0.059:0.070,3,0.847:0.711,3
2022,32,31900,0.059:0.081,1,0.100:0.138,1,0.189:0.169,1,0.653:0.612,1
2022,32,40000,0.055:0.124,2,0.162:0.252,2,0.138:0.134,2,0.645:0.490,2
2022,32,51800,0.160:0.199,1,0.278:0.322,1,0.152:0.138,1,0.410:0.341,1
2022,32,60600,0.009:0.030,1,0.093:0.181,1,0.096:0.112,1,0.801:0.677,1
2022,32,68400,0.018:0.021,2,0.177:0.215,2,0.106:0.108,2,0.699:0.656,2
2022,33,45140,0.014:0.037,1,0.059:0.089,1,0.022:0.051,1,0.906:0.823,1
2022,33,50260,0.026:0.064,2,0.034:0.093,2,0.129:0.100,2,0.810:0.743,2
2022,34,13690,0.052:0.059,2,0.258:0.451,2,0.074:0.077,2,0.616:0.413,2
2022,34,21000,0.094:0.152,3,0.608:0.642,3,0.116:0.087,3,0.182:0.118,3
2022,34,36000,0.172:0.177,3,0.170:0.251,3,0.330:0.303,3,0.327:0.269,3
2022,34,51000,0.395:0.485,3,0.293:0.310,3,0.172:0.117,3,0.140:0.088,3
2022,34,57000,0.291:0.235,2,0.530:0.634,2,0.055:0.044,2,0.124:0.087,2
2022,34,74000,0.259:0.405,2,0.289:0.261,2,0.057:0.061,2,0.394:0.273,2
2022,35,02000,0.029:0.024,2,0.374:0.423,2,0.088:0.094,2,0.509:0.459,2
2022,35,39380,0.003:0.020,1,0.485:0.604,1,0.046:0.048,1,0.466:0.328,1
2022,35,63460,0.016:0.018,2,0.300:0.354,2,0.118:0.138,2,0.567:0.490,2
2022,35,70500,0.001:0.006,2,0.328:0.422,2,0.051:0.068,2,0.619:0.504,2
2022,36,01000,0.093:0.227,3,0.058:0.096,3,0.131:0.082,3,0.719:0.594,3
2022,36,11000,0.210:0.321,2,0.038:0.102,2,0.113:0.081,2,0.640:0.497,2
2022,36,50617,0.059:0.163,2,0.082:0.217,2,0.065:0.083,2,0.793:0.537,2
2022,36,51000,0.124:0.201,1,0.105:0.259,1,0.230:0.183,1,0.541:0.357,1
2022,36,63000,0.299:0.315,3,0.092:0.159,3,0.036:0.073,3,0.573:0.453,3
2022,36,73000,0.157:0.240,3,0.141:0.089,3,0.066:0.096,3,0.637:0.574,3
2022,36,84000,0.217:0.171,2,0.221:0.386,2,0.096:0.078,2,0.467:0.364,2
2022,37,02140,0.015:0.079,2,0.048:0.039,2,0.025:0.052,2,0.911:0.830,2
2022,37,10740,0.034:0.080,2,0.034:0.058,2,0.175:0.156,2,0.756:0.707,2
2022,37,12000,0.135:0.330,2,0.067:0.108,2,0.083:0.086,2,0.716:0.475,2
2022,37,14100,0.105:0.180,2,0.090:0.101,2,0.134:0.084,2,0.670:0.636,2
2022,37,19000,0.186:0.338,3,0.034:0.075,3,0.084:0.094,3,0.697:0.493,3
2022,37,22920,0.319:0.422,1,0.086:0.103,1,0.074:0.082,1,0.521:0.393,1
2022,37,25580,0.151:0.224,2,0.061:0.078,2,0.060:0.054,2,0.728:0.643,2
2022,37,28000,0.191:0.398,2,0.042:0.056,2,0.082:0.072,2,0.686:0.474,2
2022,37,28080,0.236:0.379,2,0.047:0.051,2,0.027:0.044,2,0.690:0.526,2
2022,37,31400,0.156:0.275,2,0.028:0.076,2,0.124:0.103,2,0.692:0.547,2
2022,37,55000,0.106:0.224,3,0.039:0.084,3,0.082:0.082,3,0.772:0.610,3
2022,37,74440,0.029:0.118,2,0.040:0.044,2,0.027:0.051,2,0.904:0.787,2
2022,37,75000,0.164:0.320,3,0.095:0.105,3,0.063:0.049,3,0.678:0.526,3
2022,38,25700,0.009:0.056,2,0.016:0.030,2,0.058:0.088,2,0.916:0.826,2
2022,39,01000,0.138:0.270,3,0.048:0.026,3,0.052:0.084,3,0.761:0.620,3
2022,39,15000,0.154:0.363,2,0.027:0.031,2,0.051:0.074,2,0.768:0.532,2
2022,39,16000,0.284:0.445,3,0.064:0.102,3,0.042:0.062,3,0.609:0.390,3
2022,39,18000,0.096:0.209,2,0.020:0.046,2,0.107:0.107,2,0.778:0.638,2
2022,39,21000,0.194:0.319,3,0.015:0.022,3,0.050:0.065,3,0.741:0.593,3
2022,39,61000,0.016:0.063,3,0.033:0.045,3,0.038:0.040,3,0.913:0.853,3
2022,39,77000,0.169:0.264,3,0.057:0.070,3,0.043:0.047,3,0.731:0.619,3
2022,40,09050,0.045:0.066,2,0.040:0.060,2,0.178:0.173,2,0.736:0.701,2
2022,40,23200,0.037:0.057,2,0.032:0.065,2,0.104:0.145,2,0.828:0.733,2
2022,40,41850,0.078:0.131,1,0.080:0.108,1,0.109:0.134,1,0.733:0.628,1
2022,40,52500,0.019:0.044,2,0.033:0.060,2,0.160:0.156,2,0.788:0.740,2
2022,40,55000,0.050:0.124,3,0.080:0.143,3,0.130:0.136,3,0.740:0.597,3
2022,40,75000,0.062:0.099,3,0.057:0.106,3,0.110:0.144,3,0.771:0.651,3
2022,41,05350,0.005:0.018,2,0.048:0.122,2,0.175:0.155,2,0.772:0.704,2
2022,41,05800,NA:0.001,NA,0.062:0.089,2,0.032:0.041,2,0.906:0.869,2
2022,41,23850,0.002:0.008,2,0.040:0.087,2,0.076:0.089,2,0.882:0.816,2
2022,41,31250,0.025:0.039,2,0.080:0.133,2,0.111:0.154,2,0.784:0.674,2
2022,41,34100,0.012:0.041,1,0.127:0.150,1,0.175:0.203,1,0.686:0.606,1
2022,41,47000,0.006:0.018,2,0.072:0.118,2,0.068:0.081,2,0.854:0.783,2
2022,41,59000,0.020:0.050,2,0.060:0.090,2,0.121:0.140,2,0.799:0.720,2
2022,41,64900,0.007:0.010,2,0.089:0.165,2,0.079:0.090,2,0.825:0.736,2
2022,42,02000,0.224:0.062,3,0.272:0.487,3,0.029:0.083,3,0.475:0.368,3
2022,42,06088,0.036:0.069,2,0.091:0.190,2,0.074:0.072,2,0.799:0.669,2
2022,42,24000,0.036:0.089,3,0.044:0.055,3,0.026:0.054,3,0.894:0.802,3
2022,42,60000,0.278:0.396,1,0.101:0.119,1,0.110:0.111,1,0.511:0.373,1
2022,42,61000,0.087:0.170,2,0.027:0.041,2,0.052:0.102,2,0.834:0.687,2
2022,42,63624,0.044:0.050,2,0.221:0.441,2,0.027:0.032,2,0.707:0.476,2
2022,42,69000,0.002:0.026,3,0.054:0.107,3,0.064:0.077,3,0.880:0.791,3
2022,44,19180,0.041:0.037,2,0.093:0.123,2,0.088:0.078,2,0.777:0.762,2
2022,44,54640,0.041:0.081,2,0.087:0.198,2,0.114:0.125,2,0.758:0.595,2
2022,44,59000,0.046:0.073,3,0.234:0.361,3,0.115:0.106,3,0.605:0.460,3
2022,44,74300,0.006:0.018,2,0.038:0.043,2,0.050:0.056,2,0.906:0.883,2
2022,45,13330,0.095:0.222,2,0.011:0.035,2,0.050:0.062,2,0.844:0.681,2
2022,45,16000,0.266:0.445,3,0.020:0.036,3,0.040:0.058,3,0.674:0.461,3
2022,45,48535,0.044:0.081,2,0.008:0.014,2,0.037:0.027,2,0.911:0.878,2
2022,45,50875,0.179:0.352,2,0.032:0.046,2,0.063:0.065,2,0.726:0.538,2
2022,46,59020,0.037:0.050,1,0.015:0.048,1,0.036:0.059,1,0.912:0.843,1
2022,47,14000,0.152:0.233,3,0.026:0.047,3,0.055:0.059,3,0.768:0.662,3
2022,47,15160,0.179:0.237,2,0.118:0.096,2,0.050:0.068,2,0.653:0.599,2
2022,47,27740,0.022:0.038,3,0.028:0.041,3,0.109:0.105,3,0.841:0.817,3
2022,47,40000,0.088:0.148,3,0.021:0.042,3,0.037:0.048,3,0.854:0.762,3
2022,47,48000,0.353:0.609,2,0.031:0.046,2,0.056:0.037,2,0.559:0.308,2
2022,47,51560,0.081:0.166,2,0.029:0.045,2,0.082:0.091,2,0.807:0.698,2
2022,47,52006,0.139:0.241,1,0.033:0.071,1,0.056:0.073,1,0.771:0.615,1
2022,48,01000,0.056:0.093,3,0.122:0.205,3,0.030:0.040,3,0.792:0.662,3
2022,48,01924,0.083:0.111,2,0.067:0.097,2,0.266:0.209,2,0.583:0.583,2
2022,48,03000,0.020:0.043,3,0.192:0.264,3,0.062:0.056,3,0.726:0.637,3
2022,48,04000,0.174:0.266,3,0.211:0.254,3,0.117:0.109,3,0.498:0.371,3
2022,48,05000,0.035:0.071,2,0.162:0.267,2,0.129:0.120,2,0.674:0.542,2
2022,48,06128,0.083:0.175,2,0.431:0.401,2,0.042:0.060,2,0.444:0.363,2
2022,48,07000,0.328:0.489,3,0.166:0.146,3,0.044:0.050,3,0.463:0.315,3
2022,48,10768,0.012:0.008,1,0.846:0.904,1,0.006:0.016,1,0.136:0.072,1
2022,48,10912,0.045:0.093,2,0.150:0.222,2,0.086:0.099,2,0.719:0.586,2
2022,48,13024,0.040:0.152,2,0.129:0.216,2,0.275:0.198,2,0.557:0.434,2
2022,48,13552,0.020:0.044,3,0.147:0.185,3,0.199:0.173,3,0.634:0.599,3
2022,48,15976,0.047:0.098,2,0.155:0.224,2,0.096:0.105,2,0.702:0.573,2
2022,48,16432,0.033:0.067,3,0.126:0.190,3,0.040:0.049,3,0.801:0.695,3
2022,48,17000,0.023:0.030,2,0.477:0.613,2,0.052:0.041,2,0.448:0.316,2
2022,48,19000,0.080:0.241,2,0.186:0.313,2,0.078:0.079,2,0.656:0.367,2
2022,48,19972,0.072:0.093,2,0.143:0.181,2,0.065:0.084,2,0.720:0.643,2
2022,48,22660,0.008:0.011,2,0.808:0.865,2,0.027:0.022,2,0.158:0.102,2
2022,48,24000,0.030:0.037,2,0.747:0.786,2,0.034:0.038,2,0.189:0.139,2
2022,48,26232,0.028:0.027,2,0.080:0.089,2,0.174:0.137,2,0.717:0.747,2
2022,48,27000,0.082:0.161,2,0.201:0.264,2,0.088:0.075,2,0.629:0.499,2
2022,48,27684,0.062:0.096,2,0.099:0.138,2,0.298:0.244,2,0.541:0.522,2
2022,48,29000,0.123:0.218,3,0.254:0.317,3,0.139:0.121,3,0.484:0.343,3
2022,48,30464,0.199:0.248,2,0.338:0.401,2,0.120:0.082,2,0.344:0.269,2
2022,48,35000,0.106:0.232,2,0.207:0.372,2,0.125:0.105,2,0.562:0.291,2
2022,48,37000,0.049:0.148,3,0.199:0.341,3,0.315:0.220,3,0.437:0.291,3
2022,48,39148,0.287:0.343,1,0.306:0.264,1,0.083:0.087,1,0.325:0.306,1
2022,48,41464,0.003:0.008,1,0.910:0.943,1,0.037:0.016,1,0.049:0.033,1
2022,48,41980,0.042:0.074,2,0.119:0.196,2,0.120:0.088,2,0.720:0.642,2
2022,48,42508,0.063:0.181,1,0.181:0.218,1,0.205:0.177,1,0.551:0.424,1
2022,48,43888,0.110:0.227,2,0.086:0.111,2,0.034:0.041,2,0.770:0.621,2
2022,48,45000,0.018:0.046,3,0.270:0.354,3,0.070:0.064,3,0.643:0.536,3
2022,48,45384,0.005:0.005,1,0.723:0.830,1,0.081:0.041,1,0.191:0.123,1
2022,48,45744,0.059:0.094,1,0.085:0.130,1,0.195:0.155,1,0.660:0.621,1
2022,48,47892,0.174:0.268,2,0.321:0.375,2,0.101:0.055,2,0.404:0.302,2
2022,48,48072,0.028:0.060,1,0.369:0.457,1,0.024:0.031,1,0.579:0.452,1
2022,48,48768,0.000:0.000,2,0.832:0.863,2,0.038:0.027,2,0.129:0.110,2
2022,48,50820,0.023:0.028,2,0.183:0.256,2,0.041:0.052,2,0.753:0.665,2
2022,48,53388,0.008:0.046,2,0.511:0.579,2,0.057:0.052,2,0.425:0.323,2
2022,48,56000,0.019:0.064,3,0.472:0.562,3,0.074:0.057,3,0.436:0.317,3
2022,48,56348,0.176:0.222,2,0.205:0.258,2,0.182:0.168,2,0.438:0.352,2
2022,48,57200,NA,NA,0.918:0.963,2,NA:0.004,NA,0.082:0.034,2
2022,48,58016,0.055:0.131,1,0.072:0.124,1,0.229:0.230,1,0.644:0.515,1
2022,48,61796,0.031:0.152,2,0.060:0.169,2,0.133:0.144,2,0.775:0.536,2
2022,48,63500,0.031:0.102,2,0.207:0.252,2,0.195:0.140,2,0.568:0.506,2
2022,48,64472,0.028:0.011,1,0.271:0.386,1,0.047:0.050,1,0.654:0.553,1
2022,48,65000,0.037:0.068,2,0.512:0.599,2,0.056:0.054,2,0.395:0.279,2
2022,48,70808,0.066:0.131,2,0.131:0.212,2,0.442:0.317,2,0.361:0.339,2
2022,48,72176,0.057:0.111,2,0.142:0.196,2,0.048:0.070,2,0.752:0.623,2
2022,48,74144,0.120:0.231,1,0.186:0.188,1,0.044:0.039,1,0.650:0.542,1
2022,48,76000,0.069:0.187,1,0.228:0.303,1,0.035:0.035,1,0.668:0.475,1
2022,48,79000,0.050:0.093,3,0.089:0.155,3,0.085:0.069,3,0.776:0.683,3
2022,49,43660,0.004:0.019,3,0.039:0.077,3,0.045:0.058,3,0.912:0.845,3
2022,49,44320,0.000:0.000,3,0.068:0.094,3,0.053:0.059,3,0.879:0.847,3
2022,49,55980,0.006:0.008,2,0.100:0.168,2,0.030:0.043,2,0.864:0.780,2
2022,49,57300,0.015:0.002,2,0.049:0.118,2,0.059:0.057,2,0.877:0.823,2
2022,49,62470,NA:0.008,NA,0.065:0.113,1,0.057:0.077,1,0.878:0.801,1
2022,49,65330,NA:0.004,NA,0.047:0.081,2,0.036:0.047,2,0.918:0.868,2
2022,49,67000,0.003:0.032,3,0.090:0.146,3,0.075:0.107,3,0.832:0.714,3
2022,49,67440,0.003:0.008,2,0.036:0.081,2,0.053:0.077,2,0.908:0.834,2
2022,49,70850,0.000:0.000,3,0.052:0.085,3,0.047:0.060,3,0.902:0.855,3
2022,49,82950,0.024:0.027,2,0.101:0.161,2,0.059:0.066,2,0.815:0.746,2
2022,49,83470,0.007:0.016,2,0.243:0.346,2,0.144:0.144,2,0.606:0.494,2
2022,51,01000,0.058:0.222,3,0.030:0.120,3,0.111:0.120,3,0.802:0.539,3
2022,51,16000,0.208:0.285,3,0.041:0.063,3,0.086:0.079,3,0.665:0.573,3
2022,51,35000,0.414:0.492,3,0.031:0.067,3,0.054:0.066,3,0.501:0.376,3
2022,51,47672,0.082:0.222,2,0.024:0.021,2,0.063:0.052,2,0.832:0.705,2
2022,51,56000,0.245:0.415,2,0.047:0.085,2,0.055:0.077,2,0.653:0.423,2
2022,51,57000,0.177:0.357,2,0.042:0.068,2,0.090:0.090,2,0.690:0.485,2
2022,51,64000,0.442:0.496,3,0.048:0.045,3,0.057:0.058,3,0.453:0.401,3
2022,51,67000,0.226:0.377,3,0.035:0.058,3,0.039:0.059,3,0.700:0.506,3
2022,51,68000,0.084:0.192,3,0.040:0.044,3,0.037:0.046,3,0.839:0.717,3
2022,51,76432,0.249:0.350,2,0.034:0.034,2,0.070:0.058,2,0.648:0.557,2
2022,51,82000,0.104:0.188,2,0.043:0.067,2,0.117:0.105,2,0.736:0.640,2
2022,53,03180,0.037:0.106,2,0.078:0.127,2,0.218:0.163,2,0.666:0.603,2
2022,53,05210,0.009:0.028,1,0.011:0.056,1,0.415:0.452,1,0.565:0.464,1
2022,53,05280,0.006:0.007,2,0.025:0.086,2,0.103:0.109,2,0.866:0.798,2
2022,53,22640,0.020:0.035,2,0.068:0.117,2,0.248:0.171,2,0.663:0.676,2
2022,53,23515,0.051:0.113,2,0.087:0.154,2,0.198:0.201,2,0.664:0.532,2
2022,53,35275,0.011:0.018,2,0.141:0.205,2,0.069:0.082,2,0.778:0.696,2
2022,53,35415,0.071:0.133,1,0.049:0.127,1,0.271:0.242,1,0.610:0.498,1
2022,53,35940,0.005:0.021,2,0.035:0.075,2,0.308:0.326,2,0.651:0.577,2
2022,53,53545,0.000:0.001,2,0.246:0.313,2,0.045:0.074,2,0.709:0.612,2
2022,53,57745,0.057:0.121,NA,0.047:0.064,NA,0.364:0.313,NA,0.532:0.501,NA
2022,53,63000,0.018:0.047,2,0.032:0.067,2,0.194:0.250,2,0.756:0.636,2
2022,53,67000,0.013:0.022,3,0.021:0.051,3,0.066:0.082,3,0.900:0.845,3
2022,53,67167,0.003:0.015,2,0.048:0.051,2,0.037:0.052,2,0.912:0.882,2
2022,53,70000,0.048:0.099,3,0.060:0.077,3,0.181:0.154,3,0.712:0.671,3
2022,53,74060,0.009:0.034,1,0.049:0.094,1,0.113:0.113,1,0.830:0.759,1
2022,53,80010,0.004:0.007,2,0.178:0.362,2,0.045:0.052,2,0.773:0.579,2
2022,55,02375,0.006:0.016,3,0.035:0.038,3,0.070:0.059,3,0.889:0.888,3
2022,55,31000,0.010:0.040,2,0.069:0.121,2,0.129:0.104,2,0.792:0.735,2
2022,55,39225,0.026:0.061,2,0.067:0.111,2,0.082:0.059,2,0.826:0.768,2
2022,55,48000,0.006:0.039,3,0.033:0.057,3,0.080:0.114,3,0.881:0.791,3
2022,55,53000,0.165:0.375,2,0.146:0.143,2,0.064:0.062,2,0.626:0.420,2
2022,55,66000,0.047:0.082,3,0.117:0.088,3,0.019:0.035,3,0.817:0.795,3
2023,01,03076,0.149:0.256,2,0.013:0.045,2,0.093:0.074,2,0.744:0.624,2
2023,01,07000,0.382:0.645,3,0.029:0.033,3,0.030:0.026,3,0.559:0.296,3
2023,01,35896,0.105:0.179,3,0.021:0.045,3,0.062:0.064,3,0.813:0.712,3
2023,01,37000,0.116:0.216,3,0.043:0.065,3,0.080:0.066,3,0.761:0.653,3
2023,01,50000,0.203:0.474,3,0.024:0.029,3,0.067:0.060,3,0.706:0.437,3
2023,01,51000,0.454:0.620,3,0.012:0.021,3,0.095:0.050,3,0.439:0.308,3
2023,01,77256,0.376:0.410,2,0.017:0.043,2,0.025:0.039,2,0.581:0.509,2
2023,02,03000,0.024:0.045,2,0.041:0.075,2,0.157:0.237,2,0.778:0.643,2
